loan_id,orig_balance,current_balance,coupon,fico,ltv,dti,seasoning_mo,remaining_term_mo,state,property_type,originator,servicer,base_cpr,base_cdr
L101634,268088.92,267409.5,6.876,706,73.9,43.7,3,357,NY,SFR,Highline Capital,Pier Asset Mgmt,0.06061999999999999,0.008303333333333334
L101635,354896.08,348729.86,6.397,644,45.8,35.7,18,342,OH,2-4 Unit,Coastal Mortgage Co,Summit Loan Servicing,0.06809,0.01116
L101636,130897.9,129342.55,5.696,701,79.4,50.4,11,349,IL,SFR,Highline Capital,Summit Loan Servicing,0.08390666666666667,0.009800000000000001
L101637,341409.08,287902.86,5.936,789,87.8,41.3,41,139,WA,Multifamily,Apex Funding,Pier Asset Mgmt,0.1132,0.008
L101638,243506.44,227026.29,5.399,728,78.4,32.7,18,162,GA,SFR,Meridian Home Loans,Northgate Servicing,0.10803,0.008
L101639,226087.27,222075.17,6.876,641,81.0,37.9,20,340,OH,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.05413333333333332,0.015126666666666667
L101640,145090.02,142428.32,6.41,629,69.1,33.2,19,341,TX,Multifamily,Apex Funding,Northgate Servicing,0.06868333333333333,0.014823333333333334
L101641,289545.3,285129.72,6.076,807,51.7,42.9,15,345,NY,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.08310000000000001,0.008
L101642,104303.71,99110.04,5.89,710,82.3,25.3,44,316,TX,2-4 Unit,Meridian Home Loans,Summit Loan Servicing,0.11550000000000002,0.008
L101643,304655.8,294731.49,6.855,679,95.0,29.4,35,325,CA,Multifamily,Meridian Home Loans,Summit Loan Servicing,0.06724999999999998,0.01216
L101644,144027.99,143082.97,7.102,700,87.6,39.6,8,352,WA,SFR,Apex Funding,Summit Loan Servicing,0.06,0.01
L101645,247387.27,244273.32,5.383,634,50.1,45.8,11,349,GA,Condo,Highline Capital,Summit Loan Servicing,0.07964500000000001,0.013263333333333335
L101646,232882.87,229444.93,5.241,793,55.8,18.4,4,176,NY,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.07172666666666666,0.008
L101647,365615.81,361777.27,7.259,693,63.8,47.0,13,347,NY,SFR,Highline Capital,Northgate Servicing,0.06,0.008813333333333333
L101648,228084.33,219285.29,5.162,790,54.9,34.9,31,329,FL,SFR,Apex Funding,Northgate Servicing,0.1519,0.008
L101649,190432.2,182477.43,6.893,718,74.5,20.9,44,316,TX,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.06535,0.008
L101650,203351.05,199875.54,7.855,794,78.7,12.0,23,337,WA,Condo,Apex Funding,Pier Asset Mgmt,0.06,0.008
L101651,379082.44,378024.77,7.857,729,56.8,23.8,4,356,TX,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L101652,292934.39,292218.9,7.064,762,83.3,35.8,3,357,NY,Multifamily,Highline Capital,Summit Loan Servicing,0.06,0.008
L101653,212145.9,208494.74,7.038,755,81.2,35.5,20,340,TX,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101654,223517.22,221653.06,8.427,749,67.4,41.1,13,347,WA,Multifamily,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101655,140292.95,134660.81,4.299,734,71.9,31.6,28,332,FL,SFR,Meridian Home Loans,Summit Loan Servicing,0.18604666666666664,0.008
L101656,278163.95,276475.82,5.982,702,50.6,27.1,6,354,NY,SFR,Meridian Home Loans,Pier Asset Mgmt,0.07017999999999999,0.008
L101657,131145.74,129966.2,7.164,820,70.0,32.7,11,349,AZ,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101658,315883.5,306973.18,6.096,665,74.1,36.3,27,333,GA,SFR,Highline Capital,Pier Asset Mgmt,0.10067999999999999,0.01193
L101659,253981.72,242810.29,7.516,715,76.0,37.8,14,166,NY,Condo,Apex Funding,Northgate Servicing,0.06,0.008
L101660,559855.02,550069.47,6.365,716,78.5,29.7,18,342,GA,Condo,Meridian Home Loans,Summit Loan Servicing,0.07905,0.008
L101661,165206.68,163524.7,6.519,737,76.9,43.2,11,349,IL,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.06881833333333333,0.008
L101662,234232.21,233549.41,6.153,691,70.8,31.0,3,357,FL,SFR,Coastal Mortgage Co,Northgate Servicing,0.064235,0.008646666666666667
L101663,455613.75,447482.62,5.93,732,77.4,29.0,17,343,GA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.09031666666666667,0.008
L101664,368422.76,362224.8,5.908,706,86.0,31.7,16,344,NY,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.08911999999999999,0.008713333333333333
L101665,190294.05,182198.19,6.644,628,72.9,44.6,43,317,WA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.0678,0.016063333333333332
L101666,262600.36,249775.03,5.703,716,77.8,34.9,42,318,IL,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.12484999999999999,0.008
L101667,242971.58,238747.72,7.258,654,71.8,30.4,21,339,AZ,SFR,Coastal Mortgage Co,Northgate Servicing,0.049999999999999996,0.012406666666666667
L101668,267984.54,264782.5,6.988,620,66.2,43.4,14,346,FL,2-4 Unit,Apex Funding,Pier Asset Mgmt,0.050279999999999984,0.016113333333333334
L101669,190129.72,187069.14,7.389,723,80.3,53.1,20,340,NC,Multifamily,Meridian Home Loans,Pier Asset Mgmt,0.06,0.008
L101670,235328.54,208987.49,5.384,742,67.3,37.7,29,151,GA,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.13810666666666666,0.008
L101671,138785.06,135418.46,4.87,744,78.6,45.9,19,341,AZ,SFR,Meridian Home Loans,Summit Loan Servicing,0.12745,0.008
L101672,254560.35,245268.66,6.396,746,74.3,44.3,36,324,IL,SFR,Apex Funding,Pier Asset Mgmt,0.0902,0.008
L101673,284220.96,275744.83,9.009,609,70.4,31.2,46,314,AZ,SFR,Highline Capital,Pier Asset Mgmt,0.049999999999999996,0.01682
L101674,224224.53,220904.18,7.54,640,70.1,36.2,19,341,CA,SFR,Highline Capital,Northgate Servicing,0.049999999999999996,0.014023333333333332
L101675,137961.81,135055.85,5.901,820,67.9,25.7,6,174,NC,SFR,Meridian Home Loans,Pier Asset Mgmt,0.07099,0.008
L101676,343171.69,341384.9,6.782,657,54.3,34.4,6,354,AZ,Multifamily,Apex Funding,Summit Loan Servicing,0.05218,0.010623333333333334
L101677,275842.07,265506.41,7.055,749,78.6,31.0,41,319,IL,SFR,Meridian Home Loans,Northgate Servicing,0.06,0.008
L101678,188319.4,183748.52,5.168,677,76.8,32.8,20,340,CA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.12106666666666666,0.010766666666666667
L101679,220089.56,217419.87,7.633,719,84.2,30.0,16,344,GA,SFR,Coastal Mortgage Co,Northgate Servicing,0.06,0.008
L101680,143596.95,139184.41,6.249,680,67.6,33.7,30,330,AZ,Multifamily,Apex Funding,Northgate Servicing,0.09755000000000003,0.009606666666666666
L101681,169584.47,161544.17,6.318,746,96.7,40.3,45,315,IL,SFR,Coastal Mortgage Co,Northgate Servicing,0.09410000000000002,0.008
L101682,201141.92,197255.14,6.421,723,69.4,35.0,20,340,CA,2-4 Unit,Apex Funding,Summit Loan Servicing,0.07929999999999998,0.008
L101683,373228.94,368827.9,7.43,690,63.5,21.1,15,345,NY,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.008
L101684,194108.74,184903.88,5.72,657,62.1,30.0,41,319,WA,SFR,Highline Capital,Northgate Servicing,0.11400000000000002,0.01111
L101685,303784.78,302278.51,4.864,730,53.2,23.8,4,356,FL,2-4 Unit,Meridian Home Loans,Northgate Servicing,0.07424,0.008
L101686,201106.39,193281.53,6.691,648,92.4,38.0,40,320,GA,SFR,Highline Capital,Pier Asset Mgmt,0.06545000000000001,0.015573333333333335
L101687,264813.65,255786.84,4.561,739,90.5,40.0,25,335,NY,Condo,Highline Capital,Northgate Servicing,0.16162500000000002,0.008
L101688,231078.23,230853.8,6.129,820,81.2,38.1,1,359,AZ,SFR,Apex Funding,Pier Asset Mgmt,0.06145166666666667,0.008
L101689,329578.49,326784.81,7.468,789,63.2,29.7,11,349,IL,SFR,Highline Capital,Summit Loan Servicing,0.06,0.008
L101690,201353.23,195480.43,6.921,755,95.7,38.0,32,328,NY,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06394999999999998,0.008
L101691,140030.44,122814.96,7.338,710,69.8,32.2,36,144,GA,2-4 Unit,Meridian Home Loans,Pier Asset Mgmt,0.06,0.008
L101692,149689.41,148419.43,6.958,608,70.8,26.9,10,350,GA,2-4 Unit,Meridian Home Loans,Pier Asset Mgmt,0.050699999999999995,0.016673333333333335
L101693,201560.1,182423.49,8.569,642,91.2,41.9,31,149,IL,Condo,Highline Capital,Pier Asset Mgmt,0.049999999999999996,0.016313333333333332
L101694,156816.09,128085.99,5.871,786,81.9,42.5,47,133,FL,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.11644999999999997,0.008
L101695,280288.36,271577.2,6.758,672,97.0,43.6,33,327,TX,SFR,Coastal Mortgage Co,Northgate Servicing,0.0721,0.014006666666666667
L101696,206278.22,198696.4,6.006,677,77.0,31.1,34,326,NC,SFR,Apex Funding,Pier Asset Mgmt,0.10969999999999999,0.010673333333333333
L101697,557441.19,552982.04,7.261,706,69.2,45.4,10,350,NY,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L101698,132164.14,128172.77,6.345,657,66.7,32.1,30,330,NC,SFR,Apex Funding,Northgate Servicing,0.08275000000000002,0.011710000000000002
L101699,260738.07,254019.58,7.947,648,51.8,41.2,34,326,NY,Multifamily,Highline Capital,Pier Asset Mgmt,0.049999999999999996,0.011726666666666666
L101700,163606.01,162601.8,5.922,712,70.7,31.9,6,354,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.07078000000000001,0.008
L101701,204292.8,201991.94,7.666,666,87.7,34.2,15,345,AZ,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.013049999999999999
L101702,255121.92,245083.78,6.934,674,81.2,16.6,42,318,IL,2-4 Unit,Apex Funding,Pier Asset Mgmt,0.0633,0.010426666666666667
L101703,107593.98,102285.9,6.371,672,74.2,33.6,47,313,NY,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.09144999999999998,0.01106
L101704,263784.86,261749.16,6.888,744,62.1,36.7,9,351,AZ,Condo,Highline Capital,Summit Loan Servicing,0.06168,0.008
L101705,472606.13,456584.48,6.635,702,76.7,32.7,35,325,CA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.07825000000000001,0.00825
L101706,207170.33,202575.2,6.72,705,86.2,50.0,24,336,CA,SFR,Meridian Home Loans,Summit Loan Servicing,0.07120000000000001,0.010053333333333334
L101707,265915.2,258280.95,6.214,748,79.2,26.7,28,332,CA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.09667999999999999,0.008
L101708,347570.43,337989.73,5.769,707,76.0,31.5,25,335,NY,SFR,Highline Capital,Northgate Servicing,0.11129166666666666,0.008
L101709,229260.98,219079.48,6.098,700,64.4,28.8,41,319,IL,Condo,Apex Funding,Northgate Servicing,0.1051,0.008
L101710,198127.08,192807.27,4.885,741,84.4,31.5,21,339,FL,SFR,Apex Funding,Pier Asset Mgmt,0.134025,0.008
L101711,109479.46,106837.42,7.158,752,36.4,44.3,28,332,TX,SFR,Apex Funding,Northgate Servicing,0.06,0.008
L101712,303867.42,292001.87,5.288,707,78.6,47.8,32,328,NY,SFR,Meridian Home Loans,Pier Asset Mgmt,0.1456,0.008946666666666665
L101713,233372.47,227172.59,6.204,719,97.0,30.4,26,334,IL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.09449333333333335,0.008426666666666667
L101714,170341.52,163697.85,6.983,672,55.9,30.2,42,318,FL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.060850000000000015,0.009003333333333334
L101715,253801.78,251299.68,7.155,668,71.1,26.7,12,348,GA,Condo,Highline Capital,Northgate Servicing,0.06,0.01069
L101716,197938.54,185804.68,4.803,757,73.9,46.5,45,315,NY,SFR,Meridian Home Loans,Northgate Servicing,0.16985,0.008
L101717,201803.73,178332.33,6.317,739,68.4,45.0,32,148,WA,SFR,Apex Funding,Northgate Servicing,0.09414999999999998,0.008
L101718,300199.31,286825.09,6.814,740,86.4,35.2,46,314,WA,SFR,Highline Capital,Pier Asset Mgmt,0.0693,0.008
L101719,151989.41,149373.17,6.447,730,79.7,24.8,18,342,NC,SFR,Meridian Home Loans,Northgate Servicing,0.07658999999999999,0.008
L101720,350305.3,344029.55,7.61,718,75.8,25.5,23,337,GA,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.008
L101721,148867.19,148390.65,5.66,753,83.6,37.4,3,357,CA,2-4 Unit,Highline Capital,Northgate Servicing,0.0667,0.008
L101722,192539.1,180544.83,4.556,766,74.2,40.4,44,316,NC,Condo,Meridian Home Loans,Northgate Servicing,0.1822,0.008
L101723,475932.43,459297.31,7.129,765,97.0,19.5,39,321,NY,Condo,Apex Funding,Summit Loan Servicing,0.06,0.008
L101724,360257.44,354989.5,5.917,709,75.8,33.4,14,346,FL,SFR,Highline Capital,Pier Asset Mgmt,0.08527,0.008
L101725,251239.36,250298.9,4.817,791,76.3,48.9,3,357,AZ,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.070915,0.008
L101726,174698.07,153596.62,6.257,728,53.5,34.3,33,147,CA,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.09715000000000001,0.008
L101727,201743.97,196466.21,7.508,750,67.5,47.9,32,328,FL,SFR,Apex Funding,Northgate Servicing,0.06,0.008
L101728,249109.13,241595.03,5.263,731,87.8,41.2,25,335,AZ,SFR,Apex Funding,Summit Loan Servicing,0.13237500000000002,0.008
L101729,246011.39,244789.64,8.502,729,58.0,27.3,8,352,WA,Multifamily,Highline Capital,Pier Asset Mgmt,0.06,0.008
L101730,235200.87,222989.28,5.646,675,48.1,33.7,44,316,GA,SFR,Apex Funding,Summit Loan Servicing,0.1277,0.008156666666666668
L101731,240195.54,235360.19,6.478,754,74.4,35.0,21,339,GA,2-4 Unit,Highline Capital,Northgate Servicing,0.07827,0.008
L101732,225250.57,215590.08,5.303,820,90.4,28.4,35,325,WA,SFR,Meridian Home Loans,Summit Loan Servicing,0.14485,0.008
L101733,146577.19,140444.16,6.437,694,74.5,28.2,41,319,CA,SFR,Coastal Mortgage Co,Northgate Servicing,0.08814999999999998,0.00853
L101734,202647.08,183751.22,6.28,719,70.0,48.1,26,154,IL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.09119999999999999,0.008
L101735,334408.45,332404.4,5.059,690,51.7,28.2,5,355,FL,SFR,Apex Funding,Northgate Servicing,0.07617499999999999,0.008
L101736,150404.41,130786.81,8.943,688,79.4,44.6,42,138,IL,SFR,Meridian Home Loans,Northgate Servicing,0.06,0.010713333333333333
L101737,227215.81,219323.2,5.954,800,81.9,32.5,32,328,WA,Condo,Highline Capital,Summit Loan Servicing,0.11230000000000001,0.008
L101738,182241.16,173494.14,5.955,678,52.6,35.8,43,317,GA,Condo,Highline Capital,Summit Loan Servicing,0.11224999999999999,0.008446666666666667
L101739,252451.05,246255.03,7.272,689,87.6,40.5,29,331,WA,SFR,Highline Capital,Northgate Servicing,0.06,0.01116
L101740,211923.02,181612.84,8.033,628,83.2,31.2,43,137,GA,SFR,Highline Capital,Northgate Servicing,0.049999999999999996,0.0162
L101741,407211.42,349593.73,7.414,673,87.6,40.5,41,139,OH,SFR,Meridian Home Loans,Summit Loan Servicing,0.06,0.01276
L101742,289903.71,286211.6,5.319,621,81.0,19.6,11,349,TX,SFR,Apex Funding,Pier Asset Mgmt,0.08081833333333334,0.015906666666666666
L101743,153409.93,152156.87,6.593,750,81.8,39.5,9,351,NY,2-4 Unit,Apex Funding,Northgate Servicing,0.066105,0.008
L101744,307100.34,297551.49,4.707,820,80.2,16.3,8,172,FL,SFR,Apex Funding,Summit Loan Servicing,0.09057333333333334,0.008
L101745,185140.79,178949.35,7.212,695,84.4,34.2,38,322,AZ,Multifamily,Highline Capital,Summit Loan Servicing,0.06,0.00982
L101746,198402.14,195436.79,4.928,623,52.2,42.8,12,348,GA,SFR,Apex Funding,Northgate Servicing,0.09144000000000001,0.014373333333333335
L101747,270989.85,248839.16,5.677,764,56.0,41.0,22,158,FL,SFR,Meridian Home Loans,Northgate Servicing,0.10851000000000002,0.008
L101748,204411.09,196493.44,6.397,675,65.2,25.6,38,322,TX,Condo,Highline Capital,Pier Asset Mgmt,0.09014999999999998,0.009326666666666667
L101749,331870.31,325580.48,6.801,786,72.4,26.6,21,339,NY,SFR,Coastal Mortgage Co,Northgate Servicing,0.066965,0.008
L101750,185149.98,184611.49,6.165,699,78.7,30.5,3,357,TX,SFR,Coastal Mortgage Co,Northgate Servicing,0.064175,0.008603333333333334
L101751,195510.37,192894.07,7.767,680,77.9,37.5,18,342,NC,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.01089
L101752,192966.17,192173.98,7.051,705,87.4,19.7,5,355,OH,Condo,Highline Capital,Northgate Servicing,0.06,0.008153333333333334
L101753,199192.39,186583.93,6.98,757,87.8,35.9,19,161,WA,SFR,Apex Funding,Pier Asset Mgmt,0.06063333333333332,0.008
L101754,356723.78,341400.94,5.294,702,63.5,38.5,35,325,FL,SFR,Meridian Home Loans,Northgate Servicing,0.14530000000000004,0.008
L101755,302573.26,296994.41,7.929,688,76.9,33.7,25,335,IL,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.009736666666666668
L101756,441741.6,425626.43,5.677,704,63.8,40.2,32,328,GA,SFR,Apex Funding,Northgate Servicing,0.12615000000000004,0.008
L101757,536958.17,534744.14,7.964,645,71.7,37.8,6,354,IL,Multifamily,Meridian Home Loans,Pier Asset Mgmt,0.049999999999999996,0.01379
L101758,169269.78,164852.93,8.22,737,77.9,31.7,36,324,IL,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.008
L101759,248860.23,244431.5,6.861,617,35.0,20.5,20,340,FL,SFR,Highline Capital,Northgate Servicing,0.05463333333333333,0.011766666666666667
L101760,160866.46,159066.63,7.329,691,97.0,37.1,14,346,TX,SFR,Highline Capital,Summit Loan Servicing,0.06,0.011673333333333334
L101761,184949.47,175709.88,3.625,757,80.8,28.4,31,329,IL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.21000000000000002,0.008
L101762,194749.84,193429.43,6.224,732,66.9,31.4,7,353,CA,Multifamily,Apex Funding,Summit Loan Servicing,0.06905333333333333,0.008
L101763,167710.71,164432.02,7.392,747,97.0,39.8,24,336,CA,SFR,Highline Capital,Summit Loan Servicing,0.06,0.008
L101764,168020.19,165233.15,7.232,711,69.8,47.3,20,340,GA,Condo,Apex Funding,Northgate Servicing,0.06,0.008
L101765,230844.7,228714.14,5.302,779,75.6,35.7,8,352,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.08264,0.008
L101766,158601.26,150840.16,6.136,766,68.2,40.4,45,315,GA,Condo,Meridian Home Loans,Summit Loan Servicing,0.10319999999999999,0.008
L101767,326029.92,317503.36,4.117,740,93.8,24.4,18,342,CA,SFR,Meridian Home Loans,Summit Loan Servicing,0.14649,0.008
L101768,176096.3,175793.52,6.772,766,72.7,38.0,2,358,OH,SFR,Apex Funding,Summit Loan Servicing,0.060759999999999995,0.008
L101769,649104.59,631117.61,4.705,756,75.8,35.5,21,339,NC,SFR,Highline Capital,Northgate Servicing,0.14032499999999998,0.008
L101770,207319.31,199025.43,7.417,691,88.4,45.8,46,314,NY,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.011393333333333333
L101771,248999.5,242431.73,7.464,641,81.0,31.7,32,328,FL,Multifamily,Highline Capital,Pier Asset Mgmt,0.049999999999999996,0.014713333333333333
L101772,154296.38,149314.08,5.973,738,73.3,34.1,30,330,OH,Condo,Apex Funding,Pier Asset Mgmt,0.11135,0.008
L101773,441146.42,423114.12,6.869,745,87.3,44.5,43,317,IL,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06655000000000001,0.008
L101774,359268.48,357882.35,6.205,775,97.0,35.3,4,356,TX,SFR,Apex Funding,Pier Asset Mgmt,0.0653,0.008
L101775,269391.38,262757.3,6.618,664,77.8,27.1,26,334,FL,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.07655333333333332,0.011786666666666666
L101776,151542.15,148727.91,5.367,665,75.4,55.0,16,344,FL,SFR,Meridian Home Loans,Summit Loan Servicing,0.10354666666666666,0.013306666666666668
L101777,261380.74,253811.56,6.96,740,76.0,27.4,32,328,IL,SFR,Apex Funding,Northgate Servicing,0.062,0.008
L101778,163979.9,155076.38,4.923,711,89.7,35.5,41,319,NY,Condo,Apex Funding,Summit Loan Servicing,0.16385,0.008836666666666668
L101779,405073.72,403024.14,4.753,611,66.8,38.8,4,356,GA,SFR,Highline Capital,Summit Loan Servicing,0.06498,0.016766666666666666
L101780,322293.58,319820.95,6.29,736,70.7,38.1,8,352,NY,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06946666666666666,0.008
L101781,251049.06,238920.67,6.21,613,55.6,34.5,45,315,NC,SFR,Coastal Mortgage Co,Northgate Servicing,0.08950000000000001,0.01516
L101782,103493.96,101166.23,6.645,663,59.8,34.5,24,336,IL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.07420000000000002,0.010579999999999999
L101783,172095.43,169341.09,5.815,789,67.8,34.1,15,345,WA,Condo,Highline Capital,Northgate Servicing,0.08962499999999998,0.008
L101784,308882.55,307217.98,8.097,815,73.3,27.1,8,352,OH,Condo,Highline Capital,Northgate Servicing,0.06,0.008
L101785,371204.83,365296.17,6.545,648,95.2,53.2,17,343,NY,Multifamily,Coastal Mortgage Co,Summit Loan Servicing,0.06289166666666667,0.01686666666666667
L101786,357971.78,357655.02,6.61,697,80.4,34.2,1,359,CA,SFR,Highline Capital,Summit Loan Servicing,0.060649999999999996,0.00922
L101787,139078.73,137678.58,6.578,717,63.1,40.8,11,349,GA,Condo,Apex Funding,Summit Loan Servicing,0.06773666666666665,0.008
L101788,269828.89,267908.04,7.303,813,65.3,33.3,9,351,NY,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L101789,346428.01,341986.69,6.918,688,90.5,33.2,4,176,WA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.060546666666666665,0.011063333333333333
L101790,135887.49,113033.53,6.798,689,87.5,32.4,46,134,IL,Multifamily,Apex Funding,Summit Loan Servicing,0.0701,0.01061
L101791,242130.82,209881.03,7.062,800,74.3,23.6,38,142,FL,Multifamily,Meridian Home Loans,Northgate Servicing,0.06,0.008
L101792,267224.62,250721.61,4.758,694,68.7,34.7,45,315,NY,2-4 Unit,Meridian Home Loans,Northgate Servicing,0.1721,0.008383333333333335
L101793,218541.76,215194.73,4.792,755,87.5,32.7,12,348,OH,Multifamily,Highline Capital,Northgate Servicing,0.10416,0.008
L101794,126974.73,125256.36,6.332,634,62.1,45.4,14,346,TX,SFR,Meridian Home Loans,Summit Loan Servicing,0.06558666666666667,0.014436666666666667
L101795,216642.9,213649.93,6.222,706,78.7,26.4,14,346,WA,SFR,Meridian Home Loans,Summit Loan Servicing,0.07815333333333332,0.008
L101796,216521.06,196489.81,6.922,624,97.0,31.4,27,153,FL,2-4 Unit,Highline Capital,Summit Loan Servicing,0.05351000000000001,0.017993333333333333
L101797,230538.85,228591.78,6.418,657,76.5,28.8,9,351,OH,2-4 Unit,Highline Capital,Summit Loan Servicing,0.05873,0.01247
L101798,199343.55,191500.75,6.924,761,64.7,47.5,12,168,GA,SFR,Highline Capital,Summit Loan Servicing,0.06151999999999999,0.008
L101799,207927.71,169275.74,5.279,712,78.9,29.0,46,134,GA,SFR,Meridian Home Loans,Northgate Servicing,0.14605,0.008
L101800,239450.69,225320.47,6.39,697,68.4,40.5,17,163,FL,SFR,Highline Capital,Pier Asset Mgmt,0.07728333333333334,0.008440000000000001
L101801,283469.3,270313.54,5.193,674,57.3,43.8,37,323,AZ,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.15035000000000004,0.00985
L101802,218261.82,216134.76,6.748,703,82.4,34.8,11,349,NC,SFR,Meridian Home Loans,Northgate Servicing,0.06462,0.00886
L101803,210369.94,197591.99,4.71,732,87.4,25.0,44,316,IL,SFR,Highline Capital,Summit Loan Servicing,0.1745,0.008
L101804,250778.14,221470.73,6.713,769,70.3,25.1,33,147,IL,SFR,Coastal Mortgage Co,Northgate Servicing,0.07435,0.008
L101805,123955.69,117398.16,5.078,580,69.5,42.9,41,319,GA,SFR,Apex Funding,Summit Loan Servicing,0.14609999999999998,0.02041
L101806,286921.03,279410.17,6.055,669,62.5,25.9,25,335,IL,Multifamily,Meridian Home Loans,Summit Loan Servicing,0.09937500000000002,0.009676666666666667
L101807,242753.77,233411.39,7.205,724,72.2,39.1,43,317,WA,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06,0.008
L101808,246198.34,231033.27,6.605,710,67.3,36.9,18,162,CA,SFR,Highline Capital,Northgate Servicing,0.07184999999999998,0.008
L101809,339849.11,329873.18,4.919,737,61.9,39.0,23,337,FL,SFR,Apex Funding,Northgate Servicing,0.13977166666666668,0.008
L101810,122579.44,122196.92,5.795,730,96.7,39.8,3,357,OH,Condo,Highline Capital,Northgate Servicing,0.066025,0.008
L101811,121681.0,120354.86,5.049,698,79.6,28.5,9,351,AZ,SFR,Meridian Home Loans,Summit Loan Servicing,0.08926499999999998,0.00866
L101812,267221.01,254131.29,4.875,686,80.9,28.2,37,323,NY,SFR,Highline Capital,Northgate Servicing,0.16625,0.009970000000000001
L101813,242197.58,238552.51,6.506,701,84.6,41.7,16,344,GA,SFR,Highline Capital,Northgate Servicing,0.07317333333333333,0.009739999999999999
L101814,257702.71,256613.91,6.904,778,83.3,31.0,5,355,CA,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.0608,0.008
L101815,206541.27,196906.69,6.797,675,69.0,14.0,14,166,TX,Condo,Meridian Home Loans,Northgate Servicing,0.06473666666666666,0.008933333333333333
L101816,306362.34,289061.0,6.942,712,77.3,41.2,17,163,WA,Condo,Meridian Home Loans,Summit Loan Servicing,0.06164333333333333,0.008
L101817,336523.61,324971.49,6.389,725,70.8,27.7,34,326,NC,SFR,Apex Funding,Pier Asset Mgmt,0.09054999999999999,0.008
L101818,287619.53,282688.8,6.154,801,79.3,39.7,5,175,CA,Multifamily,Meridian Home Loans,Summit Loan Servicing,0.06705,0.008
L101819,221617.91,221125.59,5.434,698,78.1,47.1,2,358,AZ,Condo,Meridian Home Loans,Summit Loan Servicing,0.06522,0.00975
L101820,116111.79,111705.69,6.004,768,69.4,36.1,35,325,IL,SFR,Highline Capital,Northgate Servicing,0.10980000000000002,0.008
L101821,317817.52,315213.34,5.211,783,58.0,44.0,7,353,GA,Multifamily,Apex Funding,Pier Asset Mgmt,0.08087166666666666,0.008
L101822,372355.76,344738.49,5.639,711,75.8,37.2,20,160,OH,2-4 Unit,Highline Capital,Summit Loan Servicing,0.10536666666666665,0.008
L101823,304247.09,294302.3,6.48,703,71.5,48.7,33,327,OH,Condo,Highline Capital,Summit Loan Servicing,0.08599999999999998,0.008696666666666667
L101824,178460.96,173988.36,6.294,697,51.3,27.5,25,335,TX,Condo,Meridian Home Loans,Summit Loan Servicing,0.08941666666666669,0.008
L101825,307376.31,306382.82,9.158,701,80.1,35.9,6,354,NY,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.008903333333333333
L101826,328136.64,314225.72,5.189,762,85.6,41.4,34,326,FL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.15055000000000002,0.008
L101827,418983.03,417792.65,6.287,728,97.0,34.5,3,357,WA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.063565,0.008
